ID|NAME
756|C.A. 29395
757|C.A. 29566
758|C.A. 30769
759|C.A. 31026
760|C.A. 31029
761|C.A. 31030
762|C.A. 31921
763|C.A. 33111
764|C.A. 33112
765|C.A. 33595
766|C.A. 34050
767|C.A. 34260
768|C.A. 34644
769|C.A. 34651
770|C.A. 37671
771|C.A. 42795
772|C.A. 49867
773|C.A. 5547
774|C.A. 6212
775|C.A./SOTON 34068
776|CA 2144
777|CA 31352
778|CA. 2314
779|CA. 2343
780|F.C. 12750
781|F.C. 12998
782|F.C.C. 13528
783|F.C.C. 13529
784|F.C.C. 13531
785|F.C.C. 13534
786|F.C.C. 13540
787|Fa 265302
788|LINE
789|LP 1588
790|P/PP 3381
791|PC 17318
792|PC 17473
793|PC 17474
794|PC 17475
795|PC 17476
796|PC 17477
797|PC 17482
798|PC 17483
799|PC 17485
800|PC 17531
801|PC 17558
802|PC 17562
803|PC 17569
804|PC 17572
805|PC 17580
806|PC 17582
807|PC 17585
808|PC 17590
809|PC 17591
810|PC 17592
811|PC 17593
812|PC 17594
813|PC 17595
814|PC 17596
815|PC 17597
816|PC 17598
817|PC 17599
818|PC 17600
819|PC 17601
820|PC 17603
821|PC 17604
822|PC 17605
823|PC 17606
824|PC 17607
825|PC 17608
826|PC 17609
827|PC 17610
828|PC 17611
829|PC 17612
830|PC 17613
831|PC 17754
832|PC 17755
833|PC 17756
834|PC 17757
835|PC 17758
836|PC 17759
837|PC 17760
838|PC 17761
839|PP 4348
840|PP 9549
841|S.C./A.4. 23567
842|S.C./PARIS 2079
843|S.O./P.P. 2
844|S.O./P.P. 251
845|S.O./P.P. 3
846|S.O./P.P. 751
847|S.O./P.P. 752
848|S.O.C. 14879
849|S.O.P. 1166
850|S.P. 3464
851|S.W./PP 752
852|SC 14888
853|SC 1748
854|SC/A.3 2861
855|SC/A4 23568
856|SC/AH 29037
857|SC/AH 3085
858|SC/AH Basle 541
859|SC/PARIS 2131
860|SC/PARIS 2133
861|SC/PARIS 2146
862|SC/PARIS 2147
863|SC/PARIS 2148
864|SC/PARIS 2149
865|SC/PARIS 2159
866|SC/PARIS 2166
867|SC/PARIS 2167
868|SC/PARIS 2168
869|SC/Paris 2123
870|SC/Paris 2163
871|SCO/W 1585
872|SO/C 14885
873|SOTON/O.Q. 3101262
874|SOTON/O.Q. 3101263
875|SOTON/O.Q. 3101305
876|SOTON/O.Q. 3101306
877|SOTON/O.Q. 3101307
878|SOTON/O.Q. 3101308
879|SOTON/O.Q. 3101309
880|SOTON/O.Q. 3101310
881|SOTON/O.Q. 3101311
882|SOTON/O.Q. 3101312
883|SOTON/O.Q. 3101314
884|SOTON/O.Q. 3101315
885|SOTON/O.Q. 392078
886|SOTON/O.Q. 392087
887|SOTON/O2 3101272
888|SOTON/O2 3101284
889|SOTON/O2 3101287
890|SOTON/OQ 3101316
891|SOTON/OQ 3101317
892|SOTON/OQ 392076
893|SOTON/OQ 392082
894|SOTON/OQ 392083
895|SOTON/OQ 392086
896|SOTON/OQ 392089
897|SOTON/OQ 392090
898|STON/O 2. 3101268
899|STON/O 2. 3101269
900|STON/O 2. 3101273
901|STON/O 2. 3101274
902|STON/O 2. 3101275
903|STON/O 2. 3101280
904|STON/O 2. 3101285
905|STON/O 2. 3101286
906|STON/O 2. 3101288
907|STON/O 2. 3101289
908|STON/O 2. 3101291
909|STON/O 2. 3101292
910|STON/O 2. 3101293
911|STON/O 2. 3101294
912|STON/O2. 3101270
913|STON/O2. 3101271
914|STON/O2. 3101279
915|STON/O2. 3101282
916|STON/O2. 3101283
917|STON/O2. 3101290
918|STON/OQ. 369943
919|SW/PP 751
920|W./C. 14258
921|W./C. 14260
922|W./C. 14263
923|W./C. 14266
924|W./C. 6607
925|W./C. 6608
926|W./C. 6609
927|W.E.P. 5734
928|W/C 14208
929|WE/P 5735
